danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,popularity,song_name,artist_name,genius_id,lyric,tags,tier,genius_url,released_year
0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,7lRlq939cDG4SzWOF4VAnd,186480,4,80,I'm Not Okay (I Promise),My Chemical Romance,133426," Well, if you wanted honesty, that's all you had to say I never want to let you down or have you go, it's better off this way For all the dirty looks The photographs your boyfriend took Remember when you broke your foot from jumping out the second floor? I'm not okay, I'm not okay, hey hey, hey I'm not okay, hey, hey You wear me out What will it take to show you that it's not the life it seems? (I'm not okay) I've told you time and time again You sing the words, but don't know what it means (I'm not okay) To be a joke and, look, another line without a hook I held you close as we both shook For the last time, take a good hard look I'm not okay, I'm not okay, hey, hey, hey I'm not okay, hey, hey You wear me out Forget about the dirty looks The photographs your boyfriend took You said you read me like a book But the pages all are torn and frayed now But I'm okay, I'm okay I'm okay now, (I'm okay now), but you really need to listen to me Because I'm telling you the truth I mean this, I'm okay Trust me I'm not okay, I'm not okay Well, I'm not okay, I'm not o-fucking-kay I'm not okay, hey, hey, I'm not okay, —kay ",rock,D,https://genius.com/My-chemical-romance-im-not-okay-i-promise-lyrics,2004.0
0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,0GONea6G2XdnHWjNZd6zt3,216053,4,84,Summer Of '69,Bryan Adams,105014," I got my first real six-string Bought it at the five and dime Played it 'til my fingers bled Was the summer of '69 Me and some guys from school Had a band and we tried real hard Jimmy quit and Jody got married I should've known we'd never get far Oh, when I look back now That summer seemed to last forever And if I had the choice Yeah, I'd always wanna be there Those were the best days of my life Ain't no use in complainin' When you got a job to do I spent my evenings down at the drive-in And that's when I met you, yeah Standin' on your mama's porch You told me that you'd wait forever Oh, and when you held my hand I knew that it was now or never Those were the best days of my life Oh, yeah Back in the summer of '69, oh Man, we were killin' time We were young and restless We needed to unwind I guess nothing can last forever Forever, no Yeah And now the times are changin' Look at everything that's come and gone Sometimes when I play that old six-string I think about you, wonder what went wrong Standin' on your mama's porch You told me that it'd last forever Oh, and when you held my hand I knew that it was now or never Those were the best days of my life Oh, yeah Back in the summer of '69, uh-huh It was the summer of '69, oh, yeah Me and my baby in a '69, oh, oh It was the summer, summer, summer of '69 (Yeah) ",rock,D,https://genius.com/Bryan-adams-summer-of-69-lyrics,1984.0
0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,6ORqU0bHbVCRjXm9AjyHyZ,153467,4,82,Good Riddance (Time of Your Life),Green Day,69679," Fuck... Another turnin' point, a fork stuck in the road Time grabs you by the wrist, directs you where to go So make the best of this test, and don't ask why It's not a question, but a lesson learned in time It's somethin' unpredictable, but in the end is right I hope you had the time of your life So take the photographs and still frames in your mind Hang it on a shelf in good health and good time Tattoos of memories, and dead skin on trial For what it's worth, it was worth all the while It's somethin' unpredictable, but in the end is right I hope you had the time of your life It's something unpredictable, but in the end is right I hope you had the time of your life It's something unpredictable, but in the end is right I hope you had the time of your life ",rock,D,https://genius.com/Green-day-good-riddance-time-of-your-life-lyrics,1997.0
0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,2tpWsVSb9UEmDRxAl1zhX1,257267,4,89,Counting Stars,OneRepublic,145495," Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said, ""No more countin' dollars, we'll be countin' stars"" Yeah, we'll be countin' stars I see this life, like a swinging vine Swing my heart across the line And in my face is flashing signs Seek it out and ye' shall find Old, but I'm not that old Young, but I'm not that bold And I don't think the world is sold On just doing what we're told I feel something so right doin' the wrong thing I feel something so wrong doin' the right thing I couldn't lie, couldn't lie, couldn't lie Everything that kills me makes me feel alive Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said no more countin' dollars, we'll be countin' stars Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said, ""No more countin' dollars, we'll be, we'll be countin' stars"" I feel your love and I feel it burn Down this river, every turn Hope is our four-letter word Make that money, watch it burn Old, but I'm not that old Young, but I'm not that bold And I don't think the world is sold I'm just doing what we're told I feel something so wrong doin' the right thing I couldn't lie, couldn't lie, couldn't lie Everything that downs me makes me wanna fly Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said no more countin' dollars, we'll be countin' stars Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said, ""No more countin' dollars, we'll be, we'll be countin' stars"" Take that money, watch it burn Sink in the river, the lessons I've learned Take that money, watch it burn Sink in the river, the lessons I've learned Take that money, watch it burn Sink in the river, the lessons I've learned Take that money, watch it burn Sink in the river, the lessons I've learned Everything that kills me makes me feel alive Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said no more countin' dollars, we'll be countin' stars Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said, ""No more countin' dollars, we'll be, we'll be counting stars"" Take that money, watch it burn Sink in the river, the lessons I've learned Take that money, watch it burn Sink in the river, the lessons I've learned Take that money, watch it burn Sink in the river, the lessons I've learned Take that money, watch it burn Sink in the river, the lessons I've learned ",rock,D,https://genius.com/Onerepublic-counting-stars-lyrics,2013.0
0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,7795WJLVKJoAyVoOtCWqXN,239317,4,87,I'm Not The Only One,Sam Smith,336227," You and me, we made a vow For better or for worse I can't believe you let me down But the proof's in the way it hurts For months on end, I've had my doubts Denyin' every tear I wish this would be over now But I know that I still need you here And you say I'm crazy 'Cause you don't think I know what you've done But when you call me ""baby"" I know I'm not the only one You've been so unavailable Now, sadly, I know why Your heart is unobtainable Even though Lord knows you kept mine And you say I'm crazy 'Cause you don't think I know what you've done But when you call me ""baby"" I know I'm not the only one I have loved you for many years Maybe I am just not enough You've made me realise my deepest fear By lyin' and tearin' us up And you say I'm crazy 'Cause you don't think I know what you've done But when you call me ""baby"" I know I'm not the only one And you say I'm crazy 'Cause you don't think I know what you've done But when you call me ""baby"" I know I'm not the only one I know I'm not the only one I know I'm not the only one And I know, and I know, and I know, and I know, and I know, and I know, know I know I'm not the only one ",pop,D,https://genius.com/Sam-smith-im-not-the-only-one-lyrics,2014.0
0.504,0.91,11,-3.736,1,0.332,0.0235,4.16e-06,0.175,0.337,151.657,6lDJ0CkQ6LdQv5EUQ39rpg,110511,4,81,NARCISSISTIC PERSONALITY DISORDER,Odetari,8996023," Off of the drank and off of the drugs I feel like I'm in slow-mo Glad that you came, let out all the pain I'm sorry for your sorrow (Ow!) Let-let, let it go Don't, don't face it Let-let, let it go Don't, don't, don't face it Let it go Don't, don't face it Let-let, let it go Don't, don't, don't face it Rage, love, lust, on fire Rage, love, lust, on fire Forgive me for breaking my promise, I'm sorry Forgive me for breaking my promise, I'm sorry I'm heartless, I'm nobody, I feel like I'm Roxas Th-that's why I o-only stick around them girls that's toxic Y-y-you don't want my love, uh-uh-uh-uh You don't want my love, u-uh I'm so full of myself, I'm selfish I'm so full of myself, I'm selfish Everybody want some help, can't help it Everybody want some help, can't help it Tell me that you love me Tell me that you love me, uh-uh-uh-uh Tell me that you love me Tell me that you love me, uh-uh-uh-uh-uh-uh-uh-uh-uh Y-y-you don't want my love, uh-uh-uh-uh You don't want my love, u-uh (Ow!) Let-let, let it go Don't, don't face it Let-let, let it go Don't, don't, don't face it Let it go Don't, don't face it Let-let, let it go Don't, don't, don't face it I'm so full of myself, I'm selfish I'm so full of myself, I'm selfish Everybody want some help, can't help it Everybody want some help, can't help it Rage, love, lust, on fire ",pop,D,https://genius.com/Odetari-narcissistic-personality-disorder-lyrics,2023.0
0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,2nGFzvICaeEWjIrBrL2RAx,215360,4,81,Put Your Records On,Corinne Bailey Rae,181231," Three little birds sat on my window And they told me I don't need to worry Summer came like cinnamon, so sweet Little girls double-dutch on the concrete Maybe sometimes We've got it wrong, but it's alright The more things seem to change The more they stay the same Ooh, don't you hesitate Girl, put your records on Tell me your favorite song You go ahead, let your hair down Sapphire and faded jeans I hope you get your dreams Just go ahead, let your hair down You're gonna find yourself somewhere, somehow Blue as the sky, sunburnt and lonely Sipping tea in a bar by the roadside (Just relax, just relax) Don't you let those other boys fool you Got to love that afro hairdo Maybe sometimes We feel afraid, but it's alright The more you stay the same The more they seem to change Don't you think it's strange? Girl, put your records on Tell me your favorite song (Yeah!) You go ahead, let your hair down (Girl) Sapphire and faded jeans I hope you get your dreams Just go ahead, let your hair down You're gonna find yourself somewhere, somehow 'Twas more than I could take Pity for pity's sake Some nights kept me awake I thought that I was stronger When you gonna realize That you don't even have to try any longer? Do what you want to Girl, put your records on Tell me your favorite song (Baby, ooh!) You go ahead, let your hair down (Uh, let your hair down) Sapphire and faded jeans I hope you get your dreams (Hope you get your dreams) Just go ahead, let your hair down (Baby, let your hair down) Girl, put your records on Tell me your favorite song (Yeah, oh, go) You go ahead, let your hair down (Hey, hey) Sapphire and faded jeans I hope you get your dreams (Sapphire faded jeans) Just go ahead, let your hair down Ooh, you're gonna find yourself somewhere, somehow ",pop,D,https://genius.com/Corinne-bailey-rae-put-your-records-on-lyrics,2006.0
0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,2BOqDYLOJBiMOXShCV1neZ,260285,4,83,Dancing On My Own,Calum Scott,2825324," Somebody said you got a new friend But does she love you better than I can? And there's a big black sky over my town I know where you're at, I bet she's around And yeah I know it's stupid, but I just gotta see it for myself I'm in the corner, watching you kiss her, oh oh oh And I'm right over here, why can't you see me? Oh oh oh And I'm giving it my all But I'm not the guy you're taking home, oooh I keep dancing on my own I just wanna dance all night And I’m all messed up, I’m so out of line, yeah Stilettos and broken bottles I’m spinning around in circles And I'm in the corner, watching you kiss her, oh oh oh And I'm right over here, why can't you see me? Oh oh oh And I'm giving it my all But I'm not the guy you're taking home, ooh I keep dancing on my own And oh, nah So far away, but still so near The lights come on, the music dies But you don't see me standing here I just came to say goodbye I'm in the corner, watching you kiss her, ohh And I'm giving it my all But I'm not the guy you're taking home, oooh I keep dancing on my own And oh, nah Said I'm in the corner, watching you kiss her, oh​ no And I'm right over here, why can't you see me? Oh no And I'm giving it my all But I'm not the guy you're taking home, ooh And I keep dancing on my own So far away, but still so near The lights come on, the music dies But you don't see me standing here ",pop,D,https://genius.com/Calum-scott-dancing-on-my-own-lyrics,2016.0
0.466,0.51,3,-7.31,0,0.0348,0.0842,1.55e-06,0.0912,0.418,67.513,75c2zaSdDBSX0A8Jyvm4fO,137778,4,83,older,Isabel LaRosa,9470475," Think I need someone older Just a little bit colder Take the weight off your shoulders Think I need someone older Baby, am I your little secret? Eighteen, I'm old enough to keep it Yeah, guys my age just aren't the same I'm young and that's okay Think I need someone older Just a little bit colder Take the weight off your shoulders Think I need someone older Darlin', hold me while you wipe my tears Fallin', you say I'm wise beyond my years Yeah, guys my age just aren't the same I'm young and that's okay Think I need someone older Just a little bit colder Take the weight off your shoulders Think I need someone older I know I'm younger as your lover But I've always wanted a man For the summer, age is a number My dear, I know you'll understand Think I need someone older Think I need someone older Just a little bit colder Take the weight off your shoulders Think I need someone older ",pop,D,https://genius.com/Isabel-larosa-older-lyrics,2023.0
0.368,0.505,4,-7.208,1,0.0285,0.367,6.63e-06,0.154,0.192,173.977,3B7FO3kJ5kv3mX7yiaB7sT,266933,3,81,O Holy Night,Mariah Carey,204234," O holy night The stars are brightly shining It is the night of our dear Savior's birth Long lay the world In sin and error pining 'Til He appeared and the soul felt its worth A thrill of hope The weary world rejoices For yonder breaks A new and glorious morn Fall on your knees O hear the angels' voices O night divine O night when Christ was born O night divine O night O night divine A thrill of hope The weary world rejoices For yonder breaks A new and glorious morn Fall on your knees O hear the angels' voices O night divine, yeah O night when Christ was born O night divine O night divine (O night divine) Ooh, yes it was (O night divine) Oh, it is the night of our dear Savior's birth (O night divine) Oh yeah, oh yeah, oh yeah Yeah, it is (O night divine) It was a long night, long night, long night Oh, oh, oh, woah, woah, woah, yes it was (O night divine) ",pop,D,https://genius.com/Mariah-carey-o-holy-night-lyrics,1994.0
0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4nVBt6MZDDP6tRVdQTgxJg,245493,4,85,Story of My Life,One Direction,245655," Written in these walls are the stories that I can't explain I leave my heart open But it stays right here empty for days She told me in the morning She don't feel the same about us in her bones It seems to me that when I die These words will be written on my stone And I'll be gone, gone tonight (Oh-oh-oh) The ground beneath my feet is open wide (Oh-oh-oh) The way that I've been holding on too tight (Oh-oh-oh) With nothing in between The story of my life, I take her home I drive all night to keep her warm And time is frozen (The story of, the story of) The story of my life, I give her hope I spend her love until she's broke inside The story of my life (The story of, the story of) Written on these walls are the colors that I can't change Leave my heart open But it stays right here in its cage I know that in the morning I'll see us in the light up on the hill Although I am broken, my heart is untamed still And I'll be gone, gone tonight (Oh-oh-oh) The fire beneath my feet is burning bright (Oh-oh-oh) The way that I've been holding on so tight (Oh-oh-oh) With nothing in between The story of my life, I take her home I drive all night to keep her warm And time is frozen (The story of, the story of) The story of my life, I give her hope I spend her love until she's broke inside The story of my life (The story of, the story of) And I've been waiting for this time to come around But, baby, running after you Is like chasing the clouds The story of my life, I take her home I drive all night to keep her warm And time is frozen The story of my life, I give her hope (I give her hope) I spend her love until she's broke inside ('Til she's broke inside) The story of my life (The story of, the story of) The story of my life The story of my life (The story of, the story of) The story of my life ",pop,D,https://genius.com/One-direction-story-of-my-life-lyrics,2013.0
0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,5Ohxk2dO5COHF1krpoPigN,340707,4,85,Sign of the Times,Harry Styles,3040789," Just stop your crying, it's a sign of the times Welcome to the final show I hope you're wearing your best clothes You can't bribe the door on your way to the sky You look pretty good down here But you ain't really good We never learn, we've been here before Why are we always stuck and running from The bullets, the bullets? We never learn, we've been here before Why are we always stuck and running from The bullets, the bullets? Just stop your crying, it's a sign of the times We gotta get away from here We gotta get away from here Just stop your crying, it'll be alright They told me that the end is near We gotta get away from here Just stop your crying, have the time of your life Breaking through the atmosphere Things look pretty good from here Remember everything will be alright We can meet again somewhere Somewhere far away from here We never learn, we've been here before Why are we always stuck and running from The bullets, the bullets? We never learn, we've been here before Why are we always stuck and running from The bullets, the bullets? Just stop your crying, it's a sign of the times We gotta get away from here We gotta get away from here Stop your crying, baby, it'll be alright They told me that the end is near We gotta get away from here We never learn, we've been here before Why are we always stuck and running from The bullets, the bullets? We never learn, we've been here before Why are we always stuck and running from The bullets, the bullets? We don't talk enough We should open up Before it's all too much Will we ever learn? We've been here before It's just what we know Stop your crying, baby, it's a sign of the times We gotta get away We got to get away, we got to get away We got to get away, we got to get away We got to, we got to, away We got to, we got to, away We got to, we got to, away ",rock,D,https://genius.com/Harry-styles-sign-of-the-times-lyrics,2017.0
0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,7vQbuQcyTflfCIOu3Uzzya,130973,4,93,Jingle Bell Rock,Bobby Helms,623112," Jingle bell, jingle bell, jingle bell rock Jingle bells swing and jingle bells ring Snowin' and blowin' up bushels of fun Now, the jingle hop has begun Jingle bell, jingle bell, jingle bell rock Jingle bells chime in jingle bell time Dancin' and prancin' in Jingle Bell Square In the frosty air What a bright time, it's the right time To rock the night away Jingle bell time is a swell time To go glidin' in a one-horse sleigh Giddy up, jingle horse, pick up your feet Jingle around the clock Mix and a-mingle in the jinglin' feet That's the jingle bell rock Jingle bell, jingle bell, jingle bell rock Jingle bells chime in jingle bell time Dancin' and prancin' in Jingle Bell Square In the frosty air What a bright time, it's the right time To rock the night away Jingle bell time is a swell time To go glidin' in a one-horse sleigh Giddy up, jingle horse, pick up your feet Jingle around the clock Mix and a-mingle in the jinglin' feet That's the jingle bell That's the jingle bell That's the jingle bell rock ",country,C,https://genius.com/Bobby-helms-jingle-bell-rock-lyrics,1957.0
0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,1TE8AAk9koG0UJco6ZAUfx,207541,3,83,Rock and A Hard Place,Bailey Zimmerman,8089267," We've been swingin’ and missin' It ain't broke yet, but damn, it needs fixin’ Been a while since your kiss felt like kissin' It's just different We've been talkin' 'bout forever since we been together Somethin' 'bout a ring makes you think we’re better Off with all this, but we’re caught in-between A rock and a hard place Red wine and mistakes Tears rollin' down your face When I walked out that door That’s when I lost it Midnight in Austin Damn, I'm exhausted What the hell's this all for? Is this where it mеnds or it breaks? Between a rock and a hard place For thе record (Shit) Throwin' in the towel takes some effort So I’d rather ride it out for better weather Together Between a rock and a hard place Red wine and mistakes Tears rollin' down your face When I walked out that door That's when I lost it Midnight in Austin Damn, I'm exhausted What the hell's this all for? Is this where it mends or it breaks? Between a rock and a hard place We've been talkin' 'bout forever since we been together Somethin' 'bout a ring makes you think we're better Off with all this, but we're caught in-between A rock and a hard place Tears rollin' down your face As I walked out that door That's when I lost it Midnight in Austin Damn, I'm exhausted What the hell's this all for? Is this where it mends or it breaks? How much more of this can we take? ",country,E,https://genius.com/Bailey-zimmerman-rock-and-a-hard-place-lyrics,2022.0
0.545,0.442,5,-12.111,1,0.0352,0.0104,0.0271,0.0664,0.242,118.073,4AFsRbaLKRWo3dDtjDFA2V,379227,3,83,Me and Your Mama,Childish Gambino,2133930," I'm in love when we are smoking that la-la-la-la-la I'm in love when we are smoking that la-la-la-la-la I'm in love when we are smoking that la-la-la-la-la I'm in love when we are smoking that la-la-la-la-la I'm in love when we are smoking that la-la-la-la-la I'm in love when we are smoking that la-la-la-la-la I'm in love when we are smoking that la-la-la-la-la I'm in love when we are smoking that la-la-la-la-la Do what you want (I'm telling you…) Let me into your heart Can't stand it, backhanded They wanna see us falling apart You know that I love you So let me into you Let me into your heart (Do you really love me? I'ma get you, girl, ahhh!) This is the end of us Sleeping with the moon and the stars I know where you've been You can see us far then near Let me into your heart (Oh, this ain't no bullshit, I really love you, girl) Oh, oh, god Girl, you really got a hold on me So this isn't just puppy love Girl, you really got a hold on me So this isn't just puppy love I'm in love when we are smokin' that (Oh my God, I) Let me in (Girl, you really got a hold, woo!) ",rock,D,https://genius.com/Childish-gambino-me-and-your-mama-lyrics,2016.0
0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,3QiAAp20rPC3dcAtKtMaqQ,129173,4,88,Blue Christmas,Elvis Presley,197055," I'll have a blue Christmas without you (Ooh, ooh, ooh, ooh) I'll be so blue just thinking about you (Ooh, ooh, ooh, ooh) Decorations of red on a green Christmas tree (Ahh, ahh) Won't be the same, dear, if you're not here with me (Ooh) And when those blue snowflakes start fallin' (Ooh, ooh, ooh, ooh) That's when those blue memories start callin' (Ooh, ooh, ooh, ooh) You'll be doin' alright with your Christmas of white (Ahh, ahh) But I'll have a blue, blue, blue, blue Christmas (Ooh, ah ooh) (Ooh, ah ooh) You'll be doin' alright with your Christmas of white (Ahh, ahh) But I'll have a blue, blue, blue, blue Christmas (Ooh, ooh, ooh, ooh) ",country,D,https://genius.com/Elvis-presley-blue-christmas-lyrics,1957.0
0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4kbj5MwxO1bq9wjT5g9HaA,199080,4,85,Shut Up and Dance,WALK THE MOON,474036," ""Oh, don't you dare look back Just keep your eyes on me"" I said, ""You're holding back"" She said, ""Shut up and dance with me"" This woman is my destiny She said, ooh-ooh, shut up and dance with me We were victims of the night The chemical, physical kryptonite Helpless to the bass and the fading light Oh, we were bound to get together Bound to get together She took my arm I don't know how it happened We took the floor and she said ""Oh, don't you dare look back Just keep your eyes on me"" I said, ""You're holding back"" She said, ""Shut up and dance with me"" This woman is my destiny She said, ooh-ooh, shut up and dance with me A backless dress and some beat-up sneaks My discothèque Juliet, teenage dream I felt it in my chest as she looked at me I knew we were bound to be together Bound to be together She took my arm I don't know how it happened We took the floor and she said ""Oh, don't you dare look back Just keep your eyes on me"" I said, ""You're holding back"" She said, ""Shut up and dance with me"" This woman is my destiny She said, ooh-ooh, shut up and dance with me Oh, c'mon, girl Deep in her eyes I think I see the future I realize this is my last chance She took my arm I don't know how it happened We took the floor and she said ""Oh, don't you dare look back Just keep your eyes on me"" I said, ""You're holding back"" She said, ""Shut up and dance with me"" This woman is my destiny She said, ooh-ooh, shut up and dance ""Don't you dare look back Just keep your eyes on me"" I said, ""You're holding back"" She said, ""Shut up and dance with me"" This woman is my destiny She said, ooh-ooh, shut up and dance with me Ooh-ooh, shut up and dance with me Ooh-ooh, shut up and dance with me ",rock,D,https://genius.com/Walk-the-moon-shut-up-and-dance-lyrics,2014.0
0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790,5,85,Safe And Sound,Capital Cities,156070, I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound I could fill your cup You know my river won't evaporate This world we still appreciate You could be my luck Even in a hurricane of frowns I know that we'll be safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) I could show you love In a tidal wave of mystery You'll still be standing next to me You could be my luck Even if we're six feet underground I know that we'll be safe and sound We're safe and sound (Safe and sound) (Safe and sound) (Hold your ground) (Safe and sound) I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound I could lift you up I could show you what you wanna see And take you where you wanna be You could be my luck Even if the sky is falling down I know that we'll be safe and sound We're safe and sound We're safe and sound We're safe and sound We're safe and sound (Safe and sound) We're safe and sound (Safe and sound) We're safe and sound (Hold your ground) We're safe and sound (Safe and sound) We're safe and sound ,pop,D,https://genius.com/Capital-cities-safe-and-sound-lyrics,2011.0
0.681,0.715,7,-10.609,0,0.0912,0.812,9.43e-06,0.0777,0.957,152.132,2pnPe4pJtq7689i5ydzvJJ,165733,4,87,Run Rudolph Run,Chuck Berry,260497," Out of all the reindeers, you know you're the mastermind Run, run, Rudolph, Randolph ain't too far behind Run, run, Rudolph, Santa's got to make it to town Santa make him hurry, tell him he can take the freeway down Run, run, Rudolph cause I'm reeling like a merry-go-round Said Santa to a boy, ""Child, what have you been longing for?"" ""All I want for Christmas is a rock and roll electric guitar"" And then away went Rudolph whizzing like a shooting star Run, run, Rudolph, Santa has to make it to town Santa make him hurry, tell him he can take the freeway down Run, run, Rudolph, reeling like a merry-go-round Run, run, Rudolph, Santa's got to make it to town Santa make him hurry, tell him he can take the freeway down Run, run, Rudolph, I'm reeling like a merry-go-round Said Santa to a girl, ""Child, what would please you most to get?"" ""A little baby doll that can cry, sleep, drink, and wet"" And then away went Rudolph, whizzing like a Sabre jet Run, run, Rudolph, Santa's got to make it to town Santa make him hurry, tell him he can take the freeway down Run, run, Rudolph, I'm reeling like a merry-go-round ",rock,D,https://genius.com/Chuck-berry-run-run-rudolph-lyrics,1958.0
0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,07q0QVgO56EorrSGHC48y3,271240,4,84,I Was Made For Lovin' You,KISS,326473," Mmm, yeah, ha Do, do, do, do, do, do, do, do, do Do, do, do, do, do, do, do Do, do, do, do, do, do, do, do, do Do, do, do, do, do, do, do Tonight, I wanna give it all to you In the darkness, there's so much I wanna do And tonight, I wanna lay it at your feet 'Cause, girl, I was made for you And, girl, you were made for me I was made for lovin' you, baby You were made for lovin' me And I can't get enough of you, baby Can you get enough of me? Tonight, I wanna see it in your eyes Feel the magic, there's something that drives me wild And tonight, we're gonna make it all come true 'Cause, girl, you were made for me And, girl, I was made for you I was made for lovin' you, baby You were made for lovin' me And I can't get enough of you, baby Can you get enough of me? I was made for lovin' you, baby You were made for lovin' me And I can give it all to you, baby Can you give it all to me? Oh, can't get enough, oh, oh I can't get enough, oh, oh I can't get enough Yeah, ha Do, do, do, do, do, do, do, do, do Do, do, do, do, do, do, do Do, do, do, do, do, do, do, do, do Do, do, do, do, do, do, do I was made for lovin' you, baby You were made for lovin' me And I can't get enough of you, baby Can you get enough of me? Oh, I was made You were made I can't get enough No, I can't get enough I was made for lovin' you, baby You were made for lovin' me And I can't get enough of you, baby Can you get enough of me? I was made for lovin' you, baby You were made for lovin' me And I can't get ",rock,D,https://genius.com/Kiss-i-was-made-for-lovin-you-lyrics,1979.0
0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,2gZUPNdnz5Y45eiGxpHGSc,292093,4,81,POWER,Kanye West,510," I'm living in that 21st century, doing something mean to it Do it better than anybody you ever seen do it Screams from the haters got a nice ring to it I guess every superhero need his theme music No one man should have all that power The clock’s ticking, I just count the hours Stop tripping, I'm tripping off the power (21st-century schizoid man) The system broken, the school's closed, the prison's open We ain't got nothing to lose, motherfucker, we rolling Huh? Motherfucker, we rolling With some light-skinned girls and some Kelly Rowlands In this white man world, we the ones chosen So goodnight, cruel world, I'll see you in the morning Huh? I'll see you in the morning This is way too much, I need a moment No one man should have all that power The clock's ticking, I just count the hours Stop tripping, I'm tripping off the power 'Til then, fuck that, the world's ours And they say, and they say And they say, and they say And they say, and they say (21st-century schizoid man) Fuck SNL and the whole cast Tell them Yeezy said they can kiss my whole ass More specifically, they can kiss my asshole I'm an asshole? You niggas got jokes You short-minded niggas' thoughts is Napoleon My furs is Mongolian, my ice brought the goalies in I embody every characteristic of the egotistic He knows he's so fuckin' gifted I just needed time alone with my own thoughts Got treasures in my mind, but couldn't open up my own vault My childlike creativity, purity, and honesty Is honestly being crowded by these grown thoughts Reality is catching up with me Taking my inner child, I'm fighting for custody With these responsibilities that they entrusted me As I look down at my diamond-encrusted piece Thinking no one man should have all that power The clock's ticking, I just count the hours Stop tripping, I'm tripping off the powder 'Til then, fuck that, the world’s ours And they say, and they say And they say, and they say And they say, and they say (21st-century schizoid man) Colin Powells, Austin Powers Lost in translation with a whole fuckin' nation They say I was the abomination of Obama's nation Well, that's a pretty bad way to start the conversation At the end of the day, goddamnit, I'm killing this shit I know damn well y'all feeling this shit I don't need your pussy, bitch, I'm on my own dick I ain't gotta power trip, who you goin' home with? How Ye doing? I'm survivin' I was drinkin' earlier, now I'm drivin' Where the bad bitches, huh? Where you hidin'? I got the power make your life so excitin' Now this will be a beautiful death I'm jumping out the window, I'm letting everything go I'm letting everything go Mmm, now this will be a beautiful death I'm jumping out the window, I'm letting everything go I'm letting everything go Now this will be a beautiful death Jumping out the window, letting everything go Letting everything go You got the power to let power go? (21st-century schizoid man) ",rap,D,https://genius.com/Kanye-west-power-lyrics,2010.0
